genre|_indie,genre|alt_z,genre|art_pop,genre|atl_hip_hop,genre|baroque_pop,genre|bedroom_pop,genre|brooklyn_indie,genre|canadian_shoegaze,genre|chamber_pop,genre|classic_pakistani_pop,genre|desi_emo_rap,genre|desi_hip_hop,genre|desi_pop,genre|electropop,genre|hip_hop,genre|indie_pop,genre|indie_rock,genre|indietronica,genre|la_pop,genre|modern_dream_pop,genre|modern_indie_folk,genre|neo,genre|norwegian_indie,genre|ontario_indie,genre|pakistani_electronic,genre|pakistani_hip_hop,genre|pakistani_indie,genre|pakistani_pop,genre|pakistani_rock,genre|pov,genre|rap,genre|singer,genre|songwriter,genre|speed_up_turkce,genre|sufi,genre|swedish_electropop,genre|swedish_indie_pop,genre|swedish_pop,genre|synthpop,genre|unknown,genre|urdu_hip_hop,genre|vapor_soul,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,artist_pop,track_pop,subject|high,subject|low,polar|Negative,polar|Neutral,polar|Positive,key|0,key|1,key|2,key|3,key|4,key|5,key|6,key|7,key|8,key|9,key|10,key|11,mode|0,mode|1,id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6424859028329886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7662975040158224,0.0,0.1477124183006536,0.12581957406078012,0.13197772080275838,0.2,0.06309833900728123,1.207586933614331e-06,0.02781456953642384,0.05557101302643228,0.1085057542575302,0.07575757575757577,0.07575757575757577,0.08095238095238096,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1Uv0J1t3syWBWi0LZ1JH1D
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0384781048097631,0.10537529838210591,0.004496165035704841,0.1931347249649669,0.14120126448893575,0.026901118976935368,0.009029973441254589,0.14399137636876885,0.09696969696969698,0.09696969696969698,0.13333333333333333,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6N7NO9Z1Hi6la8dqG3Aoew
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6874985354537559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355330731054226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49045906185858423,0.0,0.2,0.13371620004785834,0.16366369021306695,0.06564400952129067,0.0675405757946556,3.940990516332982e-06,0.02598766841744691,0.05506513216137601,0.032492167385302605,0.06363636363636364,0.06363636363636364,0.07857142857142857,0.0,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5vBwiTXIme6RUMdHR0tvuC
0.32460584833726114,0.0,0.0,0.0,0.0,0.5622988845926542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3961085901898719,0.0,0.0,0.0,0.0,0.0,0.0,0.5622988845926542,0.0,0.0,0.0,0.0,0.0,0.0,0.32460584833726114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10143790849673205,0.13921990906915532,0.17368932897179737,0.019359957683152604,0.04694475068955631,1.6332982086406745e-06,0.022333866179493036,0.07580624762868346,0.13484505382014464,0.16060606060606064,0.16060606060606064,0.17857142857142858,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,36FZL9SzRh5BhtG1cUyGWr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07973856209150328,0.10356544627901412,0.17383962514366547,0.0035969320285638706,0.13619332614498655,1.5321390937829294e-06,0.03740580041105275,0.031035791071202745,0.19090330986133952,0.14545454545454548,0.14545454545454548,0.15000000000000002,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5NwOSRnBI7c6teq6qhSFmG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15032679738562094,0.08777219430485764,0.11425161347360978,0.0015339857180640044,0.09661703476656046,0.03371970495258166,0.03603562457182006,0.035082837991652974,0.035608152123336546,0.08787878787878789,0.08787878787878789,0.1261904761904762,0.0,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0DwxNhEatnqf4yp8WhO7em
0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08444444444444446,0.14424503469729602,0.16957828662364072,0.007352552234858503,0.005652140552371953,1.1169652265542678e-06,0.12783740580041109,0.078588592386493,0.1470360145174799,0.2,0.2,0.2,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2l7UudWZ44l1WbHx6ANod9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06248366013071896,0.08011486001435751,0.13579701175846523,0.0026448029621793188,0.09136711856329986,0.00015511064278187566,0.1269239552409226,0.045200455292778566,0.13191984365790863,0.006060606060606067,0.006060606060606067,0.08095238095238096,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7qRMiZxKOdihhkdlJthqxP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12235294117647058,0.08466140224934196,0.11634691892847673,0.0154985453583708,0.03180076164168918,0.0,0.03466544873258736,0.03255343366637158,0.141134410770233,0.0,0.0,0.09047619047619047,0.0,0.3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0vKEVmVD7ed0WSx4QSxNgO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796812719995547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7335075790290563,0.0,0.15869281045751635,0.11768365637712373,0.13255238263637167,0.048188309970907166,0.0008989471898813922,0.00019978925184404637,0.022333866179493036,0.14814721133173142,0.04653193535378604,0.11818181818181822,0.11818181818181822,0.13333333333333333,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,3v2vP8uet5H9VFbrvXPQWX
